"Post ID","Account ID","Account username","Account name",Description,"Duration (sec)","Publish time",Permalink,"Post type","Data comment",Date,Views,Reach,Likes,Shares,Follows,Comments,Saves
17902724751121134,17841409112206242,isb_thailand,"International School Bangkok","Our IASAS Drama Showcase was truly unforgettable—an incredible part of the IASAS Dance, Drama & Tech Cultural Conventions (DDT)!
The students gave a stunning performance of Naomi Iizuka's Anon(ymous), bringing powerful stories to life with raw emotion, compelling storytelling, and outstanding stage presence. Their dedication and passion were evident in every moment!
Now, they’re headed to Singapore (March 5-9) to represent us at the  IASAS Dance, Drama & Tech Cultural Conventions (DDT)! Let’s send them all our best wishes as they share their incredible talent on the international stage! 🌍🎬
#IASAS2025 #DramaMagic #ISB #ProudSchool #DramaOnStage #IASASDDT #ActingExcellence #DramaShowcase #IASAS #CulturalConventions",0,"03/04/2025 00:17",https://www.instagram.com/p/DGxTmZFNd5W/,"IG carousel",,Lifetime,5366,1823,145,9,0,0,1
18106357312696500,17841409112206242,isb_thailand,"International School Bangkok","This year, ISB turns 75.

Seventy-five years of students walking through these gates.
Seventy-five years of teachers opening doors.
Seventy-five years of families building community in Bangkok.

It began with a small group of internationally mobile families who believed a school could do more than deliver lessons.

Over time, that belief shaped something special.

Friendships that span continents.
Teachers who change trajectories.
Students who grow into leaders, creators, and global citizens.

On May 14, we will mark 75 years.

Between now and then, we’ll be sharing stories — moments, memories, milestones — that shaped ISB into the community it is today.

If you’ve been part of ISB’s journey, tell us your first ISB memory in the comments.

#ISB75",0,"02/28/2026 18:00",https://www.instagram.com/p/DVUwRipGIlg/,"IG image",,Lifetime,138925,74686,769,72,113,8,23
17857978497664959,17841409112206242,isb_thailand,"International School Bangkok","Thank you to our amazing parent community for making the Chinese Food Fair such a wonderful success! From authentic dishes to refreshing drinks, the event brought our school community together to celebrate culture, connection, and delicious food. We truly appreciate all the parent volunteers who made this memorable event possible.",0,"02/27/2026 19:00",https://www.instagram.com/p/DVSSVf5AV6N/,"IG carousel",,Lifetime,7375,2418,198,29,1,0,6
18088623113137384,17841409112206242,isb_thailand,"International School Bangkok","Thank you to our Grade 10 and 11 students and parents for joining us last night for U.S. University Case Studies.

Together, we explored what truly shapes the college application experience, from the hidden workload to the importance of building a thoughtful and balanced college list. We are proud to see our families approaching this process with greater clarity, perspective, and confidence.",0,"02/24/2026 22:05",https://www.instagram.com/p/DVK5GIhgTE-/,"IG carousel",,Lifetime,6048,1941,103,8,0,0,5
18076982660575002,17841409112206242,isb_thailand,"International School Bangkok","🏆 𝗣𝗮𝗻𝘁𝗵𝗲𝗿 𝗥𝗼𝗯𝗼𝘁𝗶𝗰𝘀 𝗦𝗵𝗶𝗻𝗲𝘀 𝗮𝘁 𝗧𝗵𝗮𝗶𝗹𝗮𝗻𝗱 𝗡𝗮𝘁𝗶𝗼𝗻𝗮𝗹 𝗧𝗼𝘂𝗿𝗻𝗮𝗺𝗲𝗻𝘁 🏆
𝗪𝗲 𝗮𝗿𝗲 𝗶𝗻𝗰𝗿𝗲𝗱𝗶𝗯𝗹𝘆 𝗽𝗿𝗼𝘂𝗱 𝗼𝗳 𝗼𝘂𝗿 𝟴 𝗘𝗹𝗲𝗺𝗲𝗻𝘁𝗮𝗿𝘆 𝗮𝗻𝗱 𝗠𝗶𝗱𝗱𝗹𝗲 𝗦𝗰𝗵𝗼𝗼𝗹 𝗣𝗮𝗻𝘁𝗵𝗲𝗿 𝗥𝗼𝗯𝗼𝘁𝗶𝗰𝘀 𝘁𝗲𝗮𝗺𝘀 𝘄𝗵𝗼 𝗰𝗼𝗺𝗽𝗲𝘁𝗲𝗱 𝗮𝘁 𝘁𝗵𝗲 𝗧𝗵𝗮𝗶𝗹𝗮𝗻𝗱 𝗡𝗮𝘁𝗶𝗼𝗻𝗮𝗹 𝗙𝗜𝗥𝗦𝗧 𝗟𝗘𝗚𝗢 𝗟𝗲𝗮𝗴𝘂𝗲 𝗧𝗼𝘂𝗿𝗻𝗮𝗺𝗲𝗻𝘁 𝗮𝘁 𝗭𝗲𝗲𝗿 𝗥𝗮𝗻𝗴𝘀𝗶𝘁 𝗼𝗻 𝗙𝗲𝗯𝗿𝘂𝗮𝗿𝘆 𝟭𝟰–𝟭𝟱.
This was a highly competitive event featuring 70 teams from across Thailand, showcasing an inspiring level of innovation, engineering, and collaboration.
All eight of our teams earned team awards, including trophies in Robot Performance and CORE Values, recognizing their teamwork, creativity, and problem-solving. Two of our teams placed in the top 11 out of 70 teams in the Robot Game — an outstanding national achievement!
Beyond the awards, what stood out most was the incredible growth of our students. They:
✨ Persevered through technical challenges
✨ Presented their innovation projects confidently to judges
✨ Collaborated under pressure
✨ Represented ISB with integrity and enthusiasm
Most importantly, they had fun celebrating six months of learning, design, coding, and teamwork.
A heartfelt thank you to our dedicated Panther Robotics coaching team for their countless hours of support:
Mr. Marshall, Ms. Pool, Ms. Marshall, Mr. Przybylski, and Mr. Ciambrello.
We are so proud of our Panthers! 🐾💛",0,"02/19/2026 19:16",https://www.instagram.com/p/DU9twSwjAfK/,"IG carousel",,Lifetime,9867,2222,136,60,1,1,3
18146199727458412,17841409112206242,isb_thailand,"International School Bangkok","A huge thank you to all 82 donors who joined our Blood Drive this week. Our Panthers donated 69 units of blood to the Thai Red Cross. See you again next Fall, and thank you to alt.Eatery for the refreshments.",0,"02/17/2026 23:27",https://www.instagram.com/p/DU5A5iYkv4Z/,"IG carousel",,Lifetime,7078,2577,164,4,0,0,0
17992805387755662,17841409112206242,isb_thailand,"International School Bangkok","𝗔𝗦𝗔𝗦 𝗦𝗽𝗲𝗲𝗰𝗵 𝗮𝗻𝗱 𝗗𝗲𝗯𝗮𝘁𝗲 𝗦𝗵𝗼𝘄𝗰𝗮𝘀𝗲
The 18 members of ISB's IASAS Speech and Debate team displayed their talents at our recent Speech and Debate Showcase. They will be heading off to Jakarta Intercultural School on Wednesday, Feb. 25th to compete against the best speakers from the other IASAS Schools in the disciplines of Original Oratory, Oral Interpretation, Impromptu Speaking, Extemporaneous Speaking and Debate.  Expectations are high after ISB's unprecedented return of 4 gold and 1 silver medal at last year's event in Taipei.",0,"02/17/2026 18:42",https://www.instagram.com/p/DU4gXzajy1e/,"IG carousel",,Lifetime,9426,3365,250,25,0,0,5
18323222989216939,17841409112206242,isb_thailand,"International School Bangkok","IFF wouldn’t have been possible without our amazing community. Thank you to all the organizers, performers, volunteers, and everyone who joined us to celebrate together. Your support and spirit made this event unforgettable. We can’t wait to do it all again. See you next year! 💛

#ISBCommunity #ISB",0,"02/12/2026 04:58",https://www.instagram.com/reel/DUqJ_OTicZs/,"IG reel",,Lifetime,6267,3913,173,26,1,0,6
18037173524537033,17841409112206242,isb_thailand,"International School Bangkok","Join our community at the Intercultural Family Fair this Saturday, February 7, and explore 18 international food booths from around the globe. 
#InterculturalFamilyFair #IFF2026",20,"02/02/2026 00:49",https://www.instagram.com/reel/DUP9eZ3iY94/,"IG reel",,Lifetime,4013,2395,71,23,1,0,0
18109602661640809,17841409112206242,isb_thailand,"International School Bangkok","✨ WORLD OF WONDERS is coming! 🌍
One afternoon. Many cultures. Endless fun.

🎉 Food • Shows • Games • Parade of Nations
🗓 7 Feb 2026 | ⏰ 3:30 to 7:30 PM
📍 ISB International School Bangkok

🎟 500 THB | Kids 5 & under free

#ISBIFF2026 #WorldOfWonders #ISBBangkok #FamilyFair #CulturalCelebration",31,"01/29/2026 23:55",https://www.instagram.com/reel/DUII4dhCSXX/,"IG reel",,Lifetime,4119,2341,132,15,1,0,3
18408538684121256,17841409112206242,isb_thailand,"International School Bangkok","ISB hosts IASAS Season 2 - Basketball & Tennis.
Let’s welcome our IASAS schools and cheer on the Panthers! 

#isb #isbthailand #IASAS",62,"01/28/2026 23:07",https://www.instagram.com/reel/DUFdl-UCQ60/,"IG reel",,Lifetime,9572,6348,305,67,6,2,10
18086752877025900,17841409112206242,isb_thailand,"International School Bangkok","🌍 𝗜𝗦𝗕 𝗜𝗻𝘁𝗲𝗿𝗰𝘂𝗹𝘁𝘂𝗿𝗮𝗹 𝗙𝗮𝗺𝗶𝗹𝘆 𝗙𝗮𝗶𝗿: 𝗪𝗼𝗿𝗹𝗱 𝗼𝗳 𝗪𝗼𝗻𝗱𝗲𝗿𝘀

Join us Saturday February 7 for the biggest community event of the year. Experience a global marketplace of food, music, and culture right here at ISB.

𝗪𝗿𝗶𝘀𝘁𝗯𝗮𝗻𝗱𝘀 𝗼𝗻 𝘀𝗮𝗹𝗲 𝗻𝗼𝘄 𝗣𝗿𝗶𝗰𝗲: 500 baht (Children 5 and younger are free) Purchase at the IFF tables outside the ES or MS/HS turnstiles during drop off and dismissal. Buy early to skip the lines on event day.

𝗪𝗵𝗮𝘁 𝗶𝘀 𝗶𝗻𝗰𝗹𝘂𝗱𝗲𝗱 Sampling at 18 community food booths Unlimited rides and games Cultural workshops and musical performances Front row seats for the Parade of Nations

𝗗𝗲𝗮𝗱𝗹𝗶𝗻𝗲𝘀 Today January 23 is the final opportunity to sign up your country for the parade. We are also seeking students, parents, and staff to sign up for stage performances.

See you on February 7 for an afternoon of connection and celebration.",0,"01/25/2026 20:10",https://www.instagram.com/p/DT9cG5tEaVd/,"IG carousel",,Lifetime,5406,1673,80,49,1,0,1
18386095150144139,17841409112206242,isb_thailand,"International School Bangkok","What an incredible night at the New ISB Theater. Huge thanks to everyone who joined us for Faculty Follies last night.

Our faculty and staff traded their classrooms for the stage to bring the community a night of comedy, choreography, and even some enthusiastic Canadian sea shanties. It was a wonderful evening of laughter and lighthearted fun, all while showing off a completely different side of our talented ISB team.

Most importantly, all proceeds from the ticket sales go directly to support iCare. Thank you for showing up, laughing with us, and contributing to such a great cause.

We are proud to be part of such a vibrant and supportive community.",0,"01/22/2026 21:17",https://www.instagram.com/p/DT11YR-idDp/,"IG carousel",,Lifetime,6502,2170,195,9,0,0,0
17874499203394877,17841409112206242,isb_thailand,"International School Bangkok","Thank you for joining Junior University Kick Off (JUKO) last night, hosted by HS University Counseling — a wonderful start to planning the years ahead.

#ISBThailand #ISB",0,"01/16/2026 00:27",https://www.instagram.com/p/DTkJjZ4CYVA/,"IG carousel",,Lifetime,8649,2745,214,10,0,1,3
17895540792386717,17841409112206242,isb_thailand,"International School Bangkok","What will High School department bring in 2026?
#isb #isbthailand #internationalschoolbangkok",120,"01/14/2026 23:13",https://www.instagram.com/reel/DThbVREicFh/,"IG reel",,Lifetime,28992,19674,738,367,68,0,42
18120243484561215,17841409112206242,isb_thailand,"International School Bangkok","First day of Semester 2 : Welcome back panthers! Happy learning.
#isb #isbthailand",44,"01/13/2026 00:24",https://www.instagram.com/reel/DTcZSD_iTbM/,"IG reel",,Lifetime,15502,9956,625,151,22,0,12
18102360259747426,17841409112206242,isb_thailand,"International School Bangkok","An ES Traditional send-off, filled with joy. Happy holidays!",54,"12/20/2025 21:46",https://www.instagram.com/reel/DSg6ZPWAgwk/,"IG reel",,Lifetime,11514,7971,398,16,9,1,5
18109343605620337,17841409112206242,isb_thailand,"International School Bangkok","The first Mini-Cultural Event, Our Cultures, Our Stories, was a beautiful celebration of traditions, storytelling, and connection - from Morocco to Hungary to Türkiye. Thank you to everyone who shared and joined us.
#isbcommunity #ISB #ISBTHAILAND",0,"12/11/2025 18:43",https://www.instagram.com/p/DSJaWKpD6sl/,"IG carousel",,Lifetime,9865,2925,148,4,1,1,2
18319087411218408,17841409112206242,isb_thailand,"International School Bangkok","𝗜𝗦𝗕 𝗖𝗲𝗹𝗲𝗯𝗿𝗮𝘁𝗲𝘀 𝗝𝗲𝗻𝗶𝘀 𝗦𝘂𝗻𝘁𝗵𝗼𝗿𝗻𝗿𝗮𝗻𝗴𝘀𝗿𝗶: 𝗦𝘁𝘂𝗱𝗲𝗻𝘁, 𝗔𝘁𝗵𝗹𝗲𝘁𝗲, 𝗧𝗵𝗮𝗶 𝗡𝗮𝘁𝗶𝗼𝗻𝗮𝗹 𝗦𝘄𝗶𝗺𝗺𝗲𝗿! 🇹🇭
It takes incredible discipline and commitment to balance academics with six days of training for the Thai National Swimming Team. Our remarkable 10th grader, Jenis, proved it was possible!

Jenis successfully represented Thailand at the Asian Youth Games, and she had the full support of the entire ISB community as she pursued her dreams at the highest level.

Watch the full interview about Jenis’s journey, discipline, and preparation for the Asian Youth Games

#isb #isbthailand #ISBPanthers #isbspotlight",203,"12/07/2025 17:54",https://www.instagram.com/reel/DR_BiAeifFS/,"IG reel",,Lifetime,12593,5809,487,64,4,6,20
18352647346205834,17841409112206242,isb_thailand,"International School Bangkok","𝗪𝗲 𝘄𝗿𝗮𝗽𝗽𝗲𝗱 𝘂𝗽 𝗮𝗻 𝗮𝗺𝗮𝘇𝗶𝗻𝗴 𝟰𝘁𝗵 𝗔𝗻𝗻𝘂𝗮𝗹 𝗕𝗹𝗮𝗰𝗸 & 𝗚𝗼𝗹𝗱 𝗙𝗜𝗥𝗦𝗧 𝗟𝗲𝗴𝗼 𝗟𝗲𝗮𝗴𝘂𝗲 𝗥𝗼𝗯𝗼𝘁𝗶𝗰𝘀 𝗧𝗼𝘂𝗿𝗻𝗮𝗺𝗲𝗻𝘁 𝗼𝗻 𝗙𝗿𝗶𝗱𝗮𝘆, 𝗡𝗼𝘃. 𝟮𝟴!

Eight teams and more than 50 students from Grades 4–8 showcased their hard work in the Robot Game and shared their Innovation Project research. The energy was incredible, with parents, teachers, and students packing the CC Theater to cheer them on!

A huge congratulations to Team Brick Malfunction (Gr. 5) for taking 1st place overall with 375 points! 🏆 And in a thrilling finish, Middle School narrowly edged out Elementary School to reclaim the coveted ISB Team Trophy.

Special shoutout to our rookie Grade 4 team, Bouncy Powered Diamonds, for earning the CORE Values Award! 💛

We’re so proud of all our teams—this was fantastic practice as they gear up for the Thailand National Tournament on Feb 14–15. Go Panthers! 🐾💛🖤

#isb #isbthailand",121,"12/04/2025 00:51",https://www.instagram.com/reel/DR1eJOSCUlt/,"IG reel",,Lifetime,5303,3192,121,8,0,1,7
18061152899634120,17841409112206242,isb_thailand,"International School Bangkok","Discover how ISB’s high school program supports students academically and personally.
Our High School Pathways Webinar will walk you through AP & IB options, student life, sports, arts, and our Syracuse University partnership that offers early college credit.
📅 𝗗𝗲𝗰 𝟭𝟬, 𝟮𝟬𝟮𝟱 — 𝟳𝗽𝗺 (𝗕𝗮𝗻𝗴𝗸𝗼𝗸 𝗧𝗶𝗺𝗲)
🖥️ 𝗢𝗻𝗹𝗶𝗻𝗲 𝗭𝗼𝗼𝗺 𝗪𝗲𝗯𝗶𝗻𝗮𝗿
We look forward to welcoming your family and answering your questions.
𝗣𝗹𝗲𝗮𝘀𝗲 𝗿𝗲𝗴𝗶𝘀𝘁𝗲𝗿 𝗯𝘆 𝘀𝗰𝗮𝗻𝗻𝗶𝗻𝗴 𝘁𝗵𝗲 𝗤𝗥 𝗰𝗼𝗱𝗲 𝗼𝗻 𝘁𝗵𝗲 𝗽𝗼𝘀𝘁𝗲𝗿.",0,"12/02/2025 18:45",https://www.instagram.com/p/DRyPab8lAGh/,"IG image",,Lifetime,10083,2843,56,14,1,0,2
18051052358658072,17841409112206242,isb_thailand,"International School Bangkok","History. Made.
For the first time ever, our 𝗜𝗔𝗦𝗔𝗦 𝗚𝗼𝗹𝗱 𝗶𝗻 𝗦𝗼𝗰𝗰𝗲𝗿, 𝗖𝗿𝗼𝘀𝘀 𝗖𝗼𝘂𝗻𝘁𝗿𝘆, 𝗮𝗻𝗱 𝗩𝗼𝗹𝗹𝗲𝘆𝗯𝗮𝗹𝗹 - 𝗶𝗻 𝘁𝗵𝗲 𝘀𝗮𝗺𝗲 𝘆𝗲𝗮𝗿.Three teams. Three trophies. One unstoppable force.
These athletes showed what it means to be an ISB Panther - taking risks, pushing limits, and proving that girls’ sports aren’t just part of the story…  𝘁𝗵𝗲𝘆 𝗔𝗥𝗘 𝘁𝗵𝗲 𝗵𝗲𝗮𝗱𝗹𝗶𝗻𝗲.
To every athlete, coach, and supporter: thank you for lifting each other up and showing our community what unity, grit, and girl power look like at ISB.
 𝗣𝗮𝗻𝘁𝗵𝗲𝗿 𝗵𝗶𝘀𝘁𝗼𝗿𝘆 𝗵𝗮𝘀 𝗮 𝗻𝗲𝘄 𝗰𝗵𝗮𝗽𝘁𝗲𝗿 -  𝘄𝗿𝗶𝘁𝘁𝗲𝗻 𝗯𝘆 𝗴𝗶𝗿𝗹𝘀. 🖤💛
 #ISBPanthers #GirlPower #IASAS2025 #PantherPride #CuriousCourageousEmpowered #ISBAthletics
Credit : ISMANILA",0,"11/27/2025 21:01",https://www.instagram.com/p/DRlnGobjegc/,"IG carousel",,Lifetime,24217,6616,623,40,3,1,13
18382992205146460,17841409112206242,isb_thailand,"International School Bangkok","𝗛𝗮𝘁𝘆𝗮𝗶 𝗳𝗮𝗺𝗶𝗹𝗶𝗲𝘀 𝗻𝗲𝗲𝗱 𝗼𝘂𝗿 𝗵𝗲𝗹𝗽. 

ISB is collecting essential items for those affected by the flooding.

Drop-offs can be made  𝗮𝘁 𝘁𝗵𝗲 𝗺𝗮𝗶𝗻 𝗲𝗻𝘁𝗿𝗮𝗻𝗰𝗲 𝗯𝘆 𝘁𝗵𝗲 𝗣𝗮𝗻𝘁𝗵𝗲𝗿 𝘀𝘁𝗮𝘁𝘂𝗲. Donate by 3 December.

𝗦𝗰𝗮𝗻 𝘁𝗵𝗲 𝗤𝗥 𝗰𝗼𝗱𝗲 𝘁𝗼 𝘀𝗲𝗲 𝘄𝗵𝗮𝘁’𝘀 𝗻𝗲𝗲𝗱𝗲𝗱. 
Please note: Some ISB parent groups are also organizing their own donation efforts.  Check your parent WhatsApp groups for more ways to support.",0,"11/26/2025 17:52",https://www.instagram.com/p/DRislzViWRO/,"IG image",,Lifetime,10369,3023,103,9,0,0,0
18028942379773846,17841409112206242,isb_thailand,"International School Bangkok","Thank you to our students, parents, and staff for making Intercultural Week 2025 unforgettable. Here’s a look back at our journey around the world! 
#isb #isbthailand #internationalschoolbangkok #isbcommunity #isbinterculturalweek",64,"11/26/2025 00:42",https://www.instagram.com/reel/DRg2FdBCZ9Q/,"IG reel",,Lifetime,10486,6150,444,29,14,3,13
18145325887429466,17841409112206242,isb_thailand,"International School Bangkok","On 12 November, our ISB community gathered to honor Her Majesty Queen Sirikit The Queen Mother. Students, families, and guests - including H.E. Ms. Supamas Isarabhakdi from the Prime Minister’s Office - came together to celebrate her legacy of culture, artistry, and service.
From the student-led Royal Anthem to the Khon performance, poetry, reflections, the commemorative film, and the ROTC Tribute, each moment connected our international community to the beauty and depth of Thai heritage.
Our Royal Exhibition invited students to explore culture together through traditional dress, biography, and hands-on weaving and mask-making. These shared experiences help our learners grow as global citizens, curious, respectful, and ready to contribute in an interconnected world.
#ISB #InternationalSchoolBangkok #ThaiCulture #QueenMother #ISBCommunity #HonoringTradition",97,"11/15/2025 23:59",https://www.instagram.com/reel/DRHBzOBifvN/,"IG reel",,Lifetime,7806,4704,331,32,3,0,7
18089231608920195,17841409112206242,isb_thailand,"International School Bangkok","Grade 8 and finance-interested high school students were inspired by Khun Jirayut “Topp” Srupsrisopa, Founder and Group CEO of Bitkub Capital Group Holdings. This event was co-hosted by both the middle school and the high school “Next Gen” Financial Literacy Club, a group dedicated to empowering our generation and the next with essential financial literacy skills.
Our mission was a wonderful success. Students gained essential investment knowledge and left feeling motivated to take charge of their financial futures.
We are deeply grateful to Khun Topp for dedicating his valuable time to inspire our students and for his generous offer to continue this momentum through future collaborations with Bitkub, especially for our High School students.",0,"11/12/2025 21:49",https://www.instagram.com/p/DQ_EkjYjJzN/,"IG carousel",,Lifetime,18420,3948,234,62,0,1,9
18157428043404340,17841409112206242,isb_thailand,"International School Bangkok","𝗪𝗵𝗮𝘁 𝗮𝗻 𝗶𝗻𝗰𝗿𝗲𝗱𝗶𝗯𝗹𝗲 𝘄𝗲𝗲𝗸𝗲𝗻𝗱 𝗳𝗼𝗿 𝗜𝗦𝗕 𝗦𝘄𝗶𝗺 𝘁𝗲𝗮𝗺!  We hosted 23 teams and just over 800 swimmers!
𝗠𝗲𝗲𝘁 𝗛𝗶𝗴𝗵𝗹𝗶𝗴𝗵𝘁𝘀:
ISB was the overall Swim Meet Champion: 2762.5 points
Age Group High Points: 1st place in 8 out of 10 age groups!
𝗥𝗲𝗹𝗮𝘆 𝗥𝗲𝗰𝗼𝗿𝗱𝘀:
Girls 9/10 200 Medley: Mickey Dong, Alice Cheng, Billie Jurisoo, Napin Romsala
Girls 13/14 200 Free & 200 Medley (School Record!): Penn Chantaramporn, Bay Bay Tharr, Emily Fan, Meinian Chen
𝗜𝗻𝗱𝗶𝘃𝗶𝗱𝘂𝗮𝗹 𝗥𝗲𝗰𝗼𝗿𝗱𝘀:
Otto Sarntawanpas – 9/10 200m Breaststroke
Pax Kantakom – 11/12 200m Backstroke
Manee Chen – 13/14 100m Fly & 200m Free
Jenis Sunthornrangsri – 15+ 50m, 100m, 200m Breaststroke
A very successful weekend by any account!
𝗡𝗲𝘅𝘁 𝘂𝗽: 𝗜𝗔𝗦𝗔𝗦 𝘃𝘀 𝗔𝗣𝗔𝗖 𝗔𝗹𝗹-𝗦𝘁𝗮𝗿 𝗪𝗲𝗲𝗸𝗲𝗻𝗱 𝗮𝘁 𝗜𝗦𝗕!
Nov 21: Friday Night Relays
Nov 22: Individual Races
Our varsity swimmers will join the IASAS All-Star team to compete against top swimmers from 𝗖𝗵𝗶𝗻𝗮, 𝗞𝗼𝗿𝗲𝗮, 𝗝𝗮𝗽𝗮𝗻, 𝗩𝗶𝗲𝘁𝗻𝗮𝗺, 𝗮𝗻𝗱 𝘁𝗵𝗲 𝗣𝗵𝗶𝗹𝗶𝗽𝗽𝗶𝗻𝗲𝘀. It’s going to be fast, thrilling, and unforgettable, don’t miss it!
#ISBSwimming #SwimMeetChampions #AllStarWeekend #FastAndFurious #ISBPride",0,"11/10/2025 19:08",https://www.instagram.com/p/DQ5olbzFSpS/,"IG carousel",,Lifetime,14800,2711,261,9,3,0,2
17986620290746168,17841409112206242,isb_thailand,"International School Bangkok","𝗛𝗼𝗻𝗼𝗿𝗶𝗻𝗴 𝗛𝗲𝗿 𝗠𝗮𝗷𝗲𝘀𝘁𝘆 𝗤𝘂𝗲𝗲𝗻 𝗦𝗶𝗿𝗶𝗸𝗶𝘁, 𝗧𝗵𝗲 𝗤𝘂𝗲𝗲𝗻 𝗠𝗼𝘁𝗵𝗲𝗿
This week, the ISB community came together in deep respect and remembrance of Her Majesty Queen Sirikit, The Queen Mother of Thailand, who passed away peacefully on 24 October 2025 at the age of 93.
In separate assemblies across the Elementary, Middle, and High Schools, students, faculty, and staff paid tribute to Her Majesty’s lifelong devotion to the nation. Her compassion, leadership, and dedication to the Thai people continue to inspire us all.
May Her Majesty Queen Sirikit, The Queen Mother, rest in eternal peace, and may her legacy live on in our hearts.

#ISB #ISBTHAILAND",0,"11/06/2025 17:32",https://www.instagram.com/p/DQvKYZLkmXh/,"IG carousel",,Lifetime,17773,3510,436,4,3,1,4
17985716351874289,17841409112206242,isb_thailand,"International School Bangkok","In Loving Memory of Her Majesty Queen Sirikit, The Queen Mother (1932–2025)

Forever in our hearts.

International School Bangkok (ISB) joins the people of Thailand in mourning the passing of Her Majesty Queen Sirikit, The Queen Mother.  Her grace, love, and devotion to the nation will forever be remembered with heartfelt sorrow and deepest respect.",0,"10/24/2025 21:58",https://www.instagram.com/p/DQODsPRgdAj/,"IG image",,Lifetime,25719,7028,541,41,5,4,4
18143186482436395,17841409112206242,isb_thailand,"International School Bangkok","Our HS IB, AP, and Drawing & Painting students had the incredible opportunity to learn from Dan Christian, Dean of ÀNI Art Academies Thailand — an artist whose passion for realism and expressive storytelling inspires creativity at every level.
#ISB #ISBART #ISBTHAILAND",0,"10/21/2025 20:00",https://www.instagram.com/p/DQGH1BJjTg5/,"IG carousel",,Lifetime,9685,3099,217,39,2,0,4
18346797976163596,17841409112206242,isb_thailand,"International School Bangkok","Grade 5 students joined the High School ASL Club to celebrate the International Day of Sign Language, learning simple phrases and discovering how communication connects us all.

Read more on our blog.

#ISBCommunity #ISBElementary #InclusionAtISB",0,"10/19/2025 20:30",https://www.instagram.com/p/DQBBml1gUhl/,"IG carousel",,Lifetime,20391,3488,232,23,0,0,7
18090153820848413,17841409112206242,isb_thailand,"International School Bangkok","Well done to the HS Musical cast and crew of Little Shop of Horrors.
It was an incredible show filled with talent, energy, and creativity.
Thank you to everyone who came to support and watch the performance.
#ISBTheater #ISBArts #LittleShopOfHorrors #ISBCommunity",63,"10/16/2025 20:31",https://www.instagram.com/reel/DP5TUiMijxl/,"IG reel",,Lifetime,6214,3360,183,18,2,2,2
18045454790690268,17841409112206242,isb_thailand,"International School Bangkok","This week’s ISB MUN Showcase Debate tackled a timely and thought-provoking topic: the threat of bioterrorism amidst the rising accessibility of genome editing. The quality of speeches was outstanding — both in delivery and in depth of content.

Delegates, impeccably turned out in formal wear, carried themselves with the poise and professionalism of true diplomats.

In his Chair’s Report preceding the debate, ISB MUN Secretary General, Charlie Doherty, urged delegates to engage deeply with the issue, reminding them that “it is only by fostering collaboration between the scientific community, academia, individuals, public and private stakeholders, and the international community that we can come closer to utilizing the double-edged sword of biotechnology primarily for the benefit of humanity.”

The debate certainly embodied this spirit of collaboration — showcasing critical thinking, eloquence, and a shared commitment to ensuring biotechnology serves the progress, not the peril, of humankind.

#ISB #ISBThailand #ISBMUN #ISBHighSchool",0,"10/08/2025 23:08",https://www.instagram.com/p/DPk-7X5CYe6/,"IG carousel",,Lifetime,20093,2950,230,65,0,0,5
18081579055985901,17841409112206242,isb_thailand,"International School Bangkok","Don’t Miss Out – Get Your Tickets Now!
ISB High School Musical presents Little Shop of Horrors, live on stage October 9–11 in the ISB Theater.

Follow Seymour Krelborn, a struggling florist who discovers a mysterious man-eating plant that brings fame and fortune—but at a terrifying cost. This sci-fi horror comedy is filled with catchy songs, dark humor, and unforgettable performances.

Buy your tickets now at the Panther Den.

#ISBTheater #LittleShopOfHorrors #ISBArts #ISBPanthers",0,"10/08/2025 02:56",https://www.instagram.com/p/DPi0R4VDwtA/,"IG carousel",,Lifetime,18429,2549,214,79,0,0,0
18059813624526731,17841409112206242,isb_thailand,"International School Bangkok","Let this reel sum up our ISB Spirit Week Season 1. It was fantastic! 
Sep.29 - Oct 3

#isb #isbthailand #isbathletics",73,"10/06/2025 04:35",https://www.instagram.com/reel/DPd1IjTiYMq/,"IG reel",,Lifetime,13869,8765,503,95,10,2,16
